clade_name,SRR30598618,SRR30598619,SRR30598620,SRR30598621,SRR30598622,SRR30598623,SRR30598624,SRR30598625,SRR30598626,SRR30598627,SRR30598628,SRR30598629,SRR30598630,SRR30598631,SRR30598633,SRR30598634,SRR30598635,SRR30598636,SRR30598637,SRR30598638,SRR30598639,SRR30598640,SRR30598641,SRR30598642,SRR30598643,SRR30598644,SRR30598645,SRR30598646,SRR30598647,SRR30598648,SRR30598650,SRR30598651,SRR30598652,SRR30598653,SRR30598654,SRR30598655,SRR30598656
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales,0.4174,0.0049,0.0264,0.2454,0,0,0.1086,0,0.9698,0,0,0,0.4935,0.3806,0,0.0251,0,0.0052,1.1323,0.9718,0.0505,0,0.5001,0,0,0.656,0.2378,0.6578,0,0.2044,0.1564,0.083,0.5214,0.469,0.0399,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae,0.4174,0.0049,0.0264,0.2454,0,0,0.1086,0,0.9698,0,0,0,0.4935,0.3806,0,0.0251,0,0.0052,1.1323,0.9718,0.0505,0,0.5001,0,0,0.656,0.2378,0.6578,0,0.2044,0.1564,0.083,0.5214,0.469,0.0399,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila,0.1707,0.0049,0.0187,0.2454,0,0,0.1086,0,0.3775,0,0,0,0.3131,0.1335,0,0.0182,0,0.0052,0.338,0.5846,0.0134,0,0.1878,0,0,0.267,0.032,0.1552,0,0.0625,0,0,0.17,0.2713,0.0137,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila intracellularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila intracellularis|t__GCF_000055945.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila sp902373525,0,0,0,0,0,0,0,0,0.3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila sp902373525|t__GCF_902373525.1,0,0,0,0,0,0,0,0,0.3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila wadsworthia,0.1707,0.0049,0.0187,0.2454,0,0,0.1086,0,0.0318,0,0,0,0.3131,0.1335,0,0.0182,0,0.0052,0.338,0.5846,0.0134,0,0.1878,0,0,0.267,0.032,0.1552,0,0.0625,0,0,0.17,0.2649,0.0137,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila wadsworthia|t__GCF_000701705.1,0.1707,0.0049,0.0187,0.2454,0,0,0.1086,0,0.0318,0,0,0,0.3131,0.1335,0,0.0182,0,0.0052,0.338,0.5846,0.0134,0,0.1878,0,0,0.267,0.032,0.1552,0,0.0625,0,0,0.17,0.2649,0.0137,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio,0.2467,0,0.0077,0,0,0,0,0,0.5923,0,0,0,0.1804,0.2471,0,0.0069,0,0,0.7898,0.3775,0.0371,0,0.3123,0,0,0.389,0.2058,0.5026,0,0.1345,0.1564,0.083,0.3514,0.1977,0.0262,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio fairfieldensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0.0789,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio fairfieldensis|t__GCF_001553605.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0.0789,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio piger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio piger|t__GCF_000156375.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio sp018379785,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio sp018379785|t__GCF_018379785.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio sp900319575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio sp900319575|t__GCA_900319575.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio sp900556755,0.2467,0,0.0077,0,0,0,0,0,0.5923,0,0,0,0.1779,0,0,0.0069,0,0,0.3248,0.3775,0.0371,0,0.3123,0,0,0.389,0.2058,0.4498,0,0.1345,0.1564,0.0041,0.3514,0.1977,0.0262,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio sp900556755|t__GCF_951793255.1,0.2467,0,0.0077,0,0,0,0,0,0.5923,0,0,0,0.1779,0,0,0.0069,0,0,0.3248,0.3775,0.0371,0,0.3123,0,0,0.389,0.2058,0.4498,0,0.1345,0.1564,0.0041,0.3514,0.1977,0.0262,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0.0097,0,0,0,0,0,0,0,0,0,0.0074,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella excrementigallinarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella excrementigallinarum|t__GCA_019113085.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella massiliensis_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella massiliensis_A|t__GCF_020741395.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella merdavium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella merdavium|t__GCA_019119045.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Elusimicrobiota,0,0,0.1681,0,0,0,0,0,0,0,0,0,0,0.2332,0,0,0,0.0094,0,0,0,0.0033,0,0,0,0,0.122,0,0,0.0172,0,0,0,0,0.999,0,0
d__Bacteria|p__Elusimicrobiota|c__Elusimicrobia,0,0,0.1681,0,0,0,0,0,0,0,0,0,0,0.2332,0,0,0,0.0094,0,0,0,0.0033,0,0,0,0,0.122,0,0,0.0172,0,0,0,0,0.999,0,0
d__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales,0,0,0.1681,0,0,0,0,0,0,0,0,0,0,0.2332,0,0,0,0.0094,0,0,0,0.0033,0,0,0,0,0.122,0,0,0.0172,0,0,0,0,0.999,0,0
d__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae,0,0,0.1681,0,0,0,0,0,0,0,0,0,0,0.2332,0,0,0,0.0094,0,0,0,0.0033,0,0,0,0,0.122,0,0,0.0172,0,0,0,0,0.999,0,0
d__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__Avelusimicrobium,0,0,0.1681,0,0,0,0,0,0,0,0,0,0,0.2332,0,0,0,0.0094,0,0,0,0.0033,0,0,0,0,0.122,0,0,0.0172,0,0,0,0,0.999,0,0
d__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__Avelusimicrobium|s__Avelusimicrobium sp002329395,0,0,0.1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__Avelusimicrobium|s__Avelusimicrobium sp002329395|t__GCA_002329395.1,0,0,0.1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__Avelusimicrobium|s__Avelusimicrobium sp900541355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2332,0,0,0,0.0094,0,0,0,0,0,0,0,0,0.122,0,0,0.0172,0,0,0,0,0.999,0,0
d__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__Avelusimicrobium|s__Avelusimicrobium sp900541355|t__GCA_900541355.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2332,0,0,0,0.0094,0,0,0,0,0,0,0,0,0.122,0,0,0.0172,0,0,0,0,0.999,0,0
d__Bacteria|p__Fusobacteriota,0,0,0,0,0,0,0.0187,0,0.0182,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0.0142,0,0.0034,0,0,0,0,0.0095,0,0.0397,0,0.0656,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia,0,0,0,0,0,0,0.0187,0,0.0182,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0.0142,0,0.0034,0,0,0,0,0.0095,0,0.0397,0,0.0656,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales,0,0,0,0,0,0,0.0187,0,0.0182,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0.0142,0,0.0034,0,0,0,0,0.0095,0,0.0397,0,0.0656,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,0,0,0,0,0,0,0.0187,0,0,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0.0142,0,0.0034,0,0,0,0,0.0095,0,0.0397,0,0.0656,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A,0,0,0,0,0,0,0.0187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097,0,0.0034,0,0,0,0,0.0095,0,0.0397,0,0.0656,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A mortiferum,0,0,0,0,0,0,0.0187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0,0,0,0,0,0,0.0397,0,0.0656,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A mortiferum|t__GCF_000158195.2,0,0,0,0,0,0,0.0187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0,0,0,0,0,0,0.0397,0,0.0656,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A ulcerans_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A ulcerans_A|t__GCF_900683735.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A varium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A varium|t__GCF_900637705.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium nucleatum_J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium nucleatum_J|t__GCF_028621995.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium periodonticum_D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium periodonticum_D|t__GCF_002763915.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,0,0,0,0,0,0,0,0,0.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia,0,0,0,0,0,0,0,0,0.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia|s__Sneathia vaginalis,0,0,0,0,0,0,0,0,0.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia|s__Sneathia vaginalis|t__GCF_000973085.1,0,0,0,0,0,0,0,0,0.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria,0,0,0,0,0,0,0.0197,0.0116,0,0,0,0,0.2262,0,0,0,0,0,0,0,0,0,0,0,0.0169,0,0.0115,0,0,0,0.0522,0.0101,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia,0,0,0,0,0,0,0.0197,0.0116,0,0,0,0,0.2262,0,0,0,0,0,0,0,0,0,0,0,0.0169,0,0.0115,0,0,0,0.0522,0.0101,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales,0,0,0,0,0,0,0.0197,0.0116,0,0,0,0,0.2262,0,0,0,0,0,0,0,0,0,0,0,0.0169,0,0.0115,0,0,0,0.0522,0.0101,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanogingivalaceae,0,0,0,0,0,0,0,0.0116,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanogingivalaceae|g__Nanogingivalis,0,0,0,0,0,0,0,0.0116,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanogingivalaceae|g__Nanogingivalis|s__Nanogingivalis gingivitcus,0,0,0,0,0,0,0,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanogingivalaceae|g__Nanogingivalis|s__Nanogingivalis gingivitcus|t__GCF_004151455.1,0,0,0,0,0,0,0,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanogingivalaceae|g__Nanogingivalis|s__Nanogingivalis sp015257795,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanogingivalaceae|g__Nanogingivalis|s__Nanogingivalis sp015257795|t__GCA_015257795.3,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae,0,0,0,0,0,0,0.0197,0,0,0,0,0,0.1897,0,0,0,0,0,0,0,0,0,0,0,0.0169,0,0.003,0,0,0,0.0522,0.0101,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter,0,0,0,0,0,0,0.0197,0,0,0,0,0,0.1897,0,0,0,0,0,0,0,0,0,0,0,0.0169,0,0.003,0,0,0,0.0522,0.0101,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter|s__Nanosynbacter sp022828255,0,0,0,0,0,0,0.0145,0,0,0,0,0,0.0968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter|s__Nanosynbacter sp022828255|t__GCF_022828255.1,0,0,0,0,0,0,0.0145,0,0,0,0,0,0.0968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter|s__Nanosynbacter sp900555675,0,0,0,0,0,0,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.0101,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter|s__Nanosynbacter sp900555675|t__GCA_900555675.1,0,0,0,0,0,0,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.0101,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter|s__Nanosynbacter sp915070155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter|s__Nanosynbacter sp915070155|t__GCA_915070155.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter|s__Nanosynbacter sp937935245,0,0,0,0,0,0,0,0,0,0,0,0,0.0929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter|s__Nanosynbacter sp937935245|t__GCA_937935245.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter|s__Nanosynbacter sp938038145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter|s__Nanosynbacter sp938038145|t__GCA_938038145.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__Saccharimonas,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__Saccharimonas|s__Saccharimonas sp015257665,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__Saccharimonas|s__Saccharimonas sp015257665|t__GCA_015257665.1,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__Saccharimonas|s__Saccharimonas sp905372855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__Saccharimonas|s__Saccharimonas sp905372855|t__GCA_905372855.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__Saccharimonas|s__Saccharimonas sp943914775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__Saccharimonas|s__Saccharimonas sp943914775|t__GCA_943914775.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0,0
