# Pathway	SRR30598626_Abundance
UNMAPPED	0.316572
UNINTEGRATED	0.616129
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	0.0559794
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	0.044384
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	0.0431017
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	0.0281184
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0169674
UNINTEGRATED|g__Flavonifractor.s__Flavonifractor_plautii	0.0137647
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	0.0126694
UNINTEGRATED|g__Tyzzerella.s__Tyzzerella_nexilis	0.0117142
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_merdae	0.0107333
UNINTEGRATED|unclassified	0.0104581
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	0.00974244
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.0093318
UNINTEGRATED|g__Klebsiella.s__Klebsiella_pneumoniae	0.00900204
UNINTEGRATED|g__Veillonella.s__Veillonella_parvula	0.0079573
UNINTEGRATED|g__Porphyromonas.s__Porphyromonas_uenonis	0.00722974
UNINTEGRATED|g__Porphyromonas.s__Porphyromonas_asaccharolytica	0.00710486
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	0.00663937
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_distasonis	0.00592975
UNINTEGRATED|g__Hungatella.s__Hungatella_hathewayi	0.00578856
UNINTEGRATED|g__Bacteroides.s__Bacteroides_finegoldii	0.00563523
UNINTEGRATED|g__Actinomyces.s__Actinomyces_turicensis	0.00561975
UNINTEGRATED|g__Klebsiella.s__Klebsiella_quasipneumoniae	0.0056105
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	0.00502063
UNINTEGRATED|g__Clostridioides.s__Clostridioides_difficile	0.00480865
UNINTEGRATED|g__Oscillibacter.s__Oscillibacter_sp_CAG_241	0.00462638
UNINTEGRATED|g__Klebsiella.s__Klebsiella_variicola	0.00441569
UNINTEGRATED|g__Bacteroides.s__Bacteroides_plebeius	0.00430565
UNINTEGRATED|g__Bacteroides.s__Bacteroides_xylanisolvens	0.00429512
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0.00406983
UNINTEGRATED|g__Streptococcus.s__Streptococcus_salivarius	0.00399197
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_AM22_11AC	0.00381612
UNINTEGRATED|g__Blautia.s__Blautia_obeum	0.00347971
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	0.00346927
UNINTEGRATED|g__Holdemanella.s__Holdemanella_biformis	0.00344497
UNINTEGRATED|g__Peptostreptococcus.s__Peptostreptococcus_stomatis	0.00328869
UNINTEGRATED|g__Streptococcus.s__Streptococcus_pneumoniae	0.00322283
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	0.00319505
UNINTEGRATED|g__Sutterella.s__Sutterella_wadsworthensis	0.00317194
UNINTEGRATED|g__Prevotella.s__Prevotella_sp_CAG_386	0.00286614
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	0.00274992
UNINTEGRATED|g__Prevotella.s__Prevotella_disiens	0.00260328
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_65_45_313	0.00250391
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.00247496
UNINTEGRATED|g__Streptococcus.s__Streptococcus_oralis	0.00241252
UNINTEGRATED|g__Porphyromonas.s__Porphyromonas_sp_HMSC077F02	0.00239187
UNINTEGRATED|g__Desulfovibrio.s__Desulfovibrio_piger	0.00223485
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	0.00216804
UNINTEGRATED|g__Solobacterium.s__Solobacterium_moorei	0.00211779
UNINTEGRATED|g__Peptostreptococcus.s__Peptostreptococcus_anaerobius	0.00211038
UNINTEGRATED|g__Bacteroides.s__Bacteroides_nordii	0.00204165
UNINTEGRATED|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	0.00185919
UNINTEGRATED|g__Klebsiella.s__Klebsiella_oxytoca	0.00156503
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	0.00150784
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	0.00148116
UNINTEGRATED|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0.00146831
UNINTEGRATED|g__Oscillibacter.s__Oscillibacter_sp_57_20	0.00146318
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0.00141557
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	0.00138738
UNINTEGRATED|g__Blautia.s__Blautia_wexlerae	0.00130393
UNINTEGRATED|g__Streptococcus.s__Streptococcus_parasanguinis	0.00118731
UNINTEGRATED|g__Blautia.s__Blautia_sp_AF19_10LB	0.00107238
UNINTEGRATED|g__Senegalimassilia.s__Senegalimassilia_anaerobia	0.00105983
