feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
UniRef90_A0A1S9M166.g__Enterococcus.s__Enterococcus_faecium	group	4	-1.68189179302157	2.11831574000565	24	9	0.436529307906251	0.806658327728436
UniRef90_A0A2W4HXJ9	group	2	-1.24162703620003	1.62299590675207	24	4	0.45319198426209	0.810327122561896
UniRef90_A0A2W4HXJ9.g__Enterococcus.s__Enterococcus_faecium	group	2	-1.24162703620003	1.62299590675207	24	4	0.45319198426209	0.810327122561896
UniRef90_A0A174Q4J4	group	6	1.48675301360184	1.95349510000188	24	16	0.455493798263966	0.810327122561896
UniRef90_A0A174Q4J4.g__Prevotella.s__Prevotella_copri	group	6	1.48675301360184	1.95349510000188	24	16	0.455493798263966	0.810327122561896
UniRef90_A0A1S8JJQ1	group	6	-1.30712853000676	1.72551489905288	24	5	0.457565775969675	0.810327122561896
UniRef90_A0A1B2H845.g__Klebsiella.s__Klebsiella_pneumoniae	group	4	1.62328291698544	2.14416460329343	24	8	0.457834824247471	0.810327122561896
UniRef90_Q1WUH8	group	4	-1.2508679291985	1.67438843190095	24	9	0.463720543285597	0.811172962015622
UniRef90_F2NAL9	group	2	-1.32528438936708	1.77335400104868	24	22	0.463559712665336	0.811172962015622
UniRef90_A0A174KXX9	group	4	-1.43454106410795	1.9147476954804	24	10	0.462454557418809	0.811172962015622
UniRef90_A0A174KXX9.g__Collinsella.s__Collinsella_aerofaciens	group	4	-1.43454106410795	1.9147476954804	24	10	0.462454557418809	0.811172962015622
UniRef90_Q1WUH8	group	6	-1.22552727586478	1.67438843190095	24	9	0.472704416496522	0.822094637385256
UniRef90_A0A1A7TBY5.g__Enterococcus.s__Enterococcus_faecium	group	4	-1.17437968435512	1.5994907639932	24	4	0.471335074183934	0.822094637385256
UniRef90_S4EDF6.g__Enterococcus.s__Enterococcus_faecium	group	4	-1.32228007882934	1.82495644910052	24	9	0.477117032733107	0.827370576993827
UniRef90_C8ZZG9	group	6	-0.232243856615678	0.325570678444184	24	3	0.483874423189497	0.829499011181995
UniRef90_C8ZZG9.g__Enterococcus.s__Enterococcus_gallinarum	group	6	-0.232243856615678	0.325570678444184	24	3	0.483874423189497	0.829499011181995
UniRef90_A0A174VUA9	group	6	0.978756356026794	1.36954202096523	24	18	0.483078460962186	0.829499011181995
UniRef90_A0A174VUA9.g__Prevotella.s__Prevotella_copri	group	6	0.978756356026794	1.36954202096523	24	18	0.483078460962186	0.829499011181995
UniRef90_O07102	group	2	1.68451632651569	2.37063198629211	24	12	0.485550870735134	0.830001488436127
UniRef90_Q1WUH8.g__Lactobacillus.s__Lactobacillus_ruminis	group	4	-1.41686537627568	2.01487283862257	24	9	0.490034771482882	0.831707108212727
UniRef90_A0A0E1X896	group	4	0.505137731003113	0.724144177630162	24	22	0.493479550872885	0.831707108212727
UniRef90_A0A0E9ESU1	group	2	1.14725181332046	1.63933963060354	24	12	0.49209681665039	0.831707108212727
UniRef90_W1I4J5	group	2	-1.9032833325805	2.71995188957915	24	18	0.492143690078708	0.831707108212727
UniRef90_W1I4J5.g__Prevotella.s__Prevotella_copri	group	2	-1.9032833325805	2.71995188957915	24	18	0.492143690078708	0.831707108212727
UniRef90_A7V4G2	group	4	1.51892621495081	2.23099906681086	24	12	0.503787277991001	0.84433622009665
UniRef90_A7V4G2.g__Bacteroides.s__Bacteroides_uniformis	group	4	1.51892621495081	2.23099906681086	24	12	0.503787277991001	0.84433622009665
UniRef90_A0A0E9ESU1	group	6	-1.18418125005415	1.79580659018749	24	12	0.517151190117742	0.846364495216672
UniRef90_A0A174KXX9	group	6	-1.2608788118143	1.9147476954804	24	10	0.517720687398958	0.846364495216672
UniRef90_A0A174KXX9.g__Collinsella.s__Collinsella_aerofaciens	group	6	-1.2608788118143	1.9147476954804	24	10	0.517720687398958	0.846364495216672
UniRef90_F7LS08	group	6	1.68292383966068	2.58180063302459	24	17	0.521924772050281	0.846364495216672
UniRef90_F7LS08.g__Bacteroides.s__Bacteroides_fragilis	group	6	1.68292383966068	2.58180063302459	24	17	0.521924772050281	0.846364495216672
UniRef90_J7TUV6	group	2	-0.523830089850405	0.794556582750355	24	17	0.517239967312934	0.846364495216672
UniRef90_J7TUV6.g__Streptococcus.s__Streptococcus_salivarius	group	2	-0.523830089850405	0.794556582750355	24	17	0.517239967312934	0.846364495216672
UniRef90_U2Z4S8	group	2	-1.28672651438494	1.93011408883514	24	19	0.512608458600342	0.846364495216672
UniRef90_U2Z4S8.g__Streptococcus.s__Streptococcus_salivarius	group	6	-0.847341577821709	1.27521947814655	24	17	0.513980167412981	0.846364495216672
UniRef90_A0A1S8JJQ1	group	2	1.02709235164838	1.57517238920419	24	5	0.521792315836658	0.846364495216672
UniRef90_A0A2H3JTN8	group	2	1.77506180263333	2.65040850933453	24	14	0.510687959557342	0.846364495216672
UniRef90_A0A2H3JTN8.g__Escherichia.s__Escherichia_coli	group	2	1.77506180263333	2.65040850933453	24	14	0.510687959557342	0.846364495216672
UniRef90_D1PAK7	group	4	1.49975656776449	2.36029600390108	24	16	0.532364315271428	0.8495175243693
UniRef90_D1PAK7.g__Prevotella.s__Prevotella_copri	group	4	1.49975656776449	2.36029600390108	24	16	0.532364315271428	0.8495175243693
UniRef90_A0A3E4MCK9	group	4	-1.26784909943259	1.989991502077	24	9	0.531277374272664	0.8495175243693
UniRef90_A0A3E4MCK9.g__Lactobacillus.s__Lactobacillus_ruminis	group	4	-1.26784909943259	1.989991502077	24	9	0.531277374272664	0.8495175243693
UniRef90_E1IJ03	group	2	-1.47929087886728	2.32609103538989	24	16	0.532016008604451	0.8495175243693
UniRef90_E1IJ03.g__Escherichia.s__Escherichia_coli	group	2	-1.47929087886728	2.32609103538989	24	16	0.532016008604451	0.8495175243693
UniRef90_Q9LBQ4	group	2	-1.17671467699514	1.87627220156712	24	7	0.537651761211926	0.851163738066374
UniRef90_W1ESP1	group	6	-1.56288760396133	2.49059167576238	24	12	0.53741996016899	0.851163738066374
UniRef90_W1ESP1.g__Escherichia.s__Escherichia_coli	group	6	-1.56288760396133	2.49059167576238	24	12	0.53741996016899	0.851163738066374
UniRef90_A0A1A7TBY5	group	2	1.3850582851665	2.25647382035616	24	5	0.546256316524128	0.86250997345915
UniRef90_G2SRQ4	group	6	-1.04367642290055	1.74118746311703	24	8	0.555633000217404	0.863678238679903
UniRef90_G2SRQ4.g__Lactobacillus.s__Lactobacillus_ruminis	group	6	-1.04367642290055	1.74118746311703	24	8	0.555633000217404	0.863678238679903
UniRef90_A0A174UKK8	group	2	-0.865560660503994	1.43748216135407	24	18	0.553849059315308	0.863678238679903
UniRef90_A0A174UKK8.g__Prevotella.s__Prevotella_copri	group	2	-0.865560660503994	1.43748216135407	24	18	0.553849059315308	0.863678238679903
UniRef90_A7AJP8	group	2	0.269934969455838	0.444384388760876	24	6	0.550397024020346	0.863678238679903
UniRef90_A7AJP8.g__Parabacteroides.s__Parabacteroides_merdae	group	2	0.269934969455838	0.444384388760876	24	6	0.550397024020346	0.863678238679903
UniRef90_W1I4J5	group	6	1.76208778025518	2.9795580105026	24	18	0.560883113093129	0.867345020247106
UniRef90_W1I4J5.g__Prevotella.s__Prevotella_copri	group	6	1.76208778025518	2.9795580105026	24	18	0.560883113093129	0.867345020247106
UniRef90_D1PAK7	group	2	-1.23605455747155	2.15464560620988	24	16	0.572586720157113	0.867520183733682
UniRef90_D1PAK7.g__Prevotella.s__Prevotella_copri	group	2	-1.23605455747155	2.15464560620988	24	16	0.572586720157113	0.867520183733682
UniRef90_G2SRQ4	group	4	-0.993856039994897	1.74118746311703	24	8	0.574498622605881	0.867520183733682
UniRef90_G2SRQ4.g__Lactobacillus.s__Lactobacillus_ruminis	group	4	-0.993856039994897	1.74118746311703	24	8	0.574498622605881	0.867520183733682
UniRef90_C0FSN2	group	2	1.17819175226114	2.0772673346296	24	14	0.576900922182898	0.867520183733682
UniRef90_C0FSN2.g__Roseburia.s__Roseburia_inulinivorans	group	2	1.17819175226114	2.0772673346296	24	14	0.576900922182898	0.867520183733682
UniRef90_S4EDF6	group	4	-1.30432974488224	2.21831973411186	24	10	0.563126178496263	0.867520183733682
UniRef90_U9YLK3	group	2	-0.771658036412543	1.32198831634627	24	22	0.565940858408772	0.867520183733682
UniRef90_U9YLK3.g__Escherichia.s__Escherichia_coli	group	2	-0.771658036412543	1.32198831634627	24	22	0.565940858408772	0.867520183733682
UniRef90_A0A1A7TBY5.g__Escherichia.s__Escherichia_coli	group	2	1.16602293200491	2.03575864019832	24	5	0.573183590887497	0.867520183733682
UniRef90_O07102	group	6	-1.50630881474005	2.59689722887094	24	12	0.568364352345508	0.867520183733682
UniRef90_UPI0004A57A81	group	2	-0.989113704617318	1.78788144451651	24	6	0.586236131762828	0.877161294408221
UniRef90_UPI0004A57A81.g__Enterococcus.s__Enterococcus_faecium	group	2	-0.989113704617318	1.78788144451651	24	6	0.586236131762828	0.877161294408221
UniRef90_A0A366U7P8	group	4	0.307258760161593	0.5638076773749	24	3	0.591799439882519	0.881090977492585
UniRef90_A0A366U7P8.g__Enterococcus.s__Enterococcus_gallinarum	group	4	0.307258760161593	0.5638076773749	24	3	0.591799439882519	0.881090977492585
UniRef90_Q9LBQ4.g__Enterococcus.s__Enterococcus_faecium	group	2	-1.17671467699514	2.20055793457518	24	7	0.598728583927272	0.882862323927297
UniRef90_A7AJP8	group	4	0.260203213263721	0.486798707854954	24	6	0.598874943064016	0.882862323927297
UniRef90_A7AJP8.g__Parabacteroides.s__Parabacteroides_merdae	group	4	0.260203213263721	0.486798707854954	24	6	0.598874943064016	0.882862323927297
UniRef90_A0A174WHN0	group	2	-0.691193230014322	1.2839447428945	24	19	0.596286483493153	0.882862323927297
UniRef90_A0T3C6.g__Klebsiella.s__Klebsiella_quasipneumoniae	group	2	-0.535382731627336	1.0572505748347	24	6	0.618118700319955	0.890131638880301
UniRef90_A0A1B2H845	group	2	1.26607780180311	2.48671318423335	24	16	0.616227539359117	0.890131638880301
UniRef90_A0A0E9FRS3.g__Tyzzerella.s__Tyzzerella_nexilis	group	6	-1.41888347028722	2.79507912621373	24	8	0.617260977975132	0.890131638880301
UniRef90_A0A0H2VC20	group	2	0.73496513453879	1.41451584620807	24	19	0.609054036603211	0.890131638880301
UniRef90_A0A0H2VC20.g__Escherichia.s__Escherichia_coli	group	2	0.73496513453879	1.41451584620807	24	19	0.609054036603211	0.890131638880301
UniRef90_A0A2R3NGS3	group	6	-1.38395666652417	2.74623127600153	24	13	0.619804412143698	0.890131638880301
UniRef90_A0A2R3NGS3.g__Escherichia.s__Escherichia_coli	group	6	-1.38395666652417	2.72620014412033	24	13	0.617251208278911	0.890131638880301
UniRef90_A0A174LQ87	group	4	0.873744532392567	1.73539988417174	24	16	0.620125041753276	0.890131638880301
UniRef90_A0A174LQ87.g__Prevotella.s__Prevotella_copri	group	4	0.873744532392567	1.73539988417174	24	16	0.620125041753276	0.890131638880301
UniRef90_I2WAU1	group	2	-0.768348770403518	1.48564365445527	24	20	0.610701557657694	0.890131638880301
UniRef90_I2WAU1.g__Escherichia.s__Escherichia_coli	group	2	-0.768348770403518	1.48564365445527	24	20	0.610701557657694	0.890131638880301
UniRef90_A0A1V2STI7.g__Escherichia.s__Escherichia_coli	group	6	-1.25579557809024	2.5337739166733	24	11	0.625562766640266	0.895793937909689
UniRef90_F7QX76	group	4	-0.896874210004642	1.83713184888025	24	8	0.630722886212957	0.898892474412765
UniRef90_F7QX76.g__Lactobacillus.s__Lactobacillus_ruminis	group	4	-0.896874210004642	1.83713184888025	24	8	0.630722886212957	0.898892474412765
UniRef90_A0A1V2STI7	group	6	-1.25579557809024	2.58565739347069	24	11	0.632474069733118	0.899252231848035
UniRef90_J7SHX6	group	6	-0.694208032777467	1.45287885785395	24	17	0.63796232839077	0.90277687979826
UniRef90_J7SHX6.g__Streptococcus.s__Streptococcus_salivarius	group	6	-0.694208032777467	1.45287885785395	24	17	0.63796232839077	0.90277687979826
UniRef90_A0A0J2B3T8	group	2	0.596963876218372	1.26082880796474	24	21	0.641005441957412	0.904948859233993
UniRef90_T4C1L2	group	4	0.971129247096084	2.07445281201403	24	13	0.644747685779151	0.908095332083311
UniRef90_Q1WUH8	group	2	-0.706057708776945	1.52850052362975	24	9	0.649117938251132	0.908864922970729
UniRef90_V0SIR0	group	2	-0.674537433971807	1.46350177510232	24	21	0.649838419924071	0.908864922970729
UniRef90_V0SIR0.g__Escherichia.s__Escherichia_coli	group	2	-0.674537433971807	1.46350177510232	24	21	0.649838419924071	0.908864922970729
UniRef90_A0T3C6.g__Escherichia.s__Escherichia_coli	group	2	1.26195074708911	2.82171060099564	24	15	0.659515594966287	0.911527612435254
UniRef90_Q1WUH8.g__Lactobacillus.s__Lactobacillus_ruminis	group	2	-0.823627300752065	1.83931884036341	24	9	0.659117927997079	0.911527612435254
UniRef90_A0A2H3JTN8	group	6	-1.28792917720154	2.90337705433232	24	14	0.662095788002117	0.911527612435254
UniRef90_A0A2H3JTN8.g__Escherichia.s__Escherichia_coli	group	6	-1.28792917720154	2.90337705433232	24	14	0.662095788002117	0.911527612435254
UniRef90_F7QZZ8	group	6	-0.81258017290915	1.79414118199338	24	6	0.655490247583357	0.911527612435254
UniRef90_F7QZZ8.g__Lactobacillus.s__Lactobacillus_ruminis	group	6	-0.81258017290915	1.79414118199338	24	6	0.655490247583357	0.911527612435254
UniRef90_E7FP09	group	6	-0.855762150231965	1.94021103255092	24	8	0.663895944390343	0.911527612435254
UniRef90_E7FP09.g__Lactobacillus.s__Lactobacillus_ruminis	group	6	-0.855762150231965	1.94021103255092	24	8	0.663895944390343	0.911527612435254
UniRef90_E7FSA1	group	4	-0.7017415713099	1.61570170992092	24	6	0.668701259933074	0.912753954013203
UniRef90_E7FSA1.g__Lactobacillus.s__Lactobacillus_ruminis	group	4	-0.7017415713099	1.61570170992092	24	6	0.668701259933074	0.912753954013203
UniRef90_A0A2H4TVT9	group	2	-0.551142360975614	1.27790740917132	24	21	0.670874156199704	0.912753954013203
UniRef90_A0A2H4TVT9.g__Escherichia.s__Escherichia_coli	group	2	-0.551142360975614	1.27790740917132	24	21	0.670874156199704	0.912753954013203
UniRef90_V8M0W9	group	6	0.493655923006096	1.60742705231903	24	17	0.76193494780149	0.91510078070187
UniRef90_V8M0W9.g__Streptococcus.s__Streptococcus_salivarius	group	6	0.493655923006096	1.60742705231903	24	17	0.76193494780149	0.91510078070187
UniRef90_A0A192CAU6	group	2	-0.412866087634605	1.13243379487839	24	22	0.719249219798628	0.91510078070187
UniRef90_A0A192CAU6.g__Escherichia.s__Escherichia_coli	group	2	-0.412866087634605	1.13243379487839	24	22	0.719249219798628	0.91510078070187
UniRef90_A0T3C6.g__Klebsiella.s__Klebsiella_quasipneumoniae	group	4	-0.361908911773113	1.15815997754453	24	6	0.757905907897216	0.91510078070187
UniRef90_A0A1S8IMK6	group	2	-1.16724559737744	3.23512608916677	24	10	0.722029078429117	0.91510078070187
UniRef90_A0A1V2STI7	group	2	0.693067053592616	2.36037146730651	24	11	0.77206884038457	0.91510078070187
UniRef90_E1IVY0	group	2	-0.435835612430142	1.14871413188523	24	22	0.708380672344838	0.91510078070187
UniRef90_E1IVY0.g__Escherichia.s__Escherichia_coli	group	2	-0.435835612430142	1.14871413188523	24	22	0.708380672344838	0.91510078070187
UniRef90_Q1WUH8.g__Lactobacillus.s__Lactobacillus_ruminis	group	6	-0.617518079311764	2.01487283862257	24	9	0.762407082775672	0.91510078070187
UniRef90_V5XUZ1.g__Enterococcus.s__Enterococcus_faecium	group	2	0.706528463849961	1.94109878598785	24	8	0.719689705932488	0.91510078070187
UniRef90_A0A1A7TBY5	group	4	-0.834239180086831	2.47184322365785	24	5	0.739258842735117	0.91510078070187
UniRef90_E7FSA1	group	6	-0.596000529073129	1.61570170992092	24	6	0.716093134666724	0.91510078070187
UniRef90_E7FSA1.g__Lactobacillus.s__Lactobacillus_ruminis	group	6	-0.596000529073129	1.61570170992092	24	6	0.716093134666724	0.91510078070187
UniRef90_A0A0E9FRS3.g__Tyzzerella.s__Tyzzerella_nexilis	group	2	-0.765732517558483	2.55154647906515	24	8	0.767193882145144	0.91510078070187
UniRef90_A0A0E9FRS3.g__Tyzzerella.s__Tyzzerella_nexilis	group	4	0.900281088220085	2.79507912621373	24	8	0.750723171305044	0.91510078070187
UniRef90_A0A3E4MCK9	group	2	-0.646704472303534	1.81660539155194	24	9	0.725571088660146	0.91510078070187
UniRef90_A0A3E4MCK9.g__Lactobacillus.s__Lactobacillus_ruminis	group	2	-0.646704472303534	1.81660539155194	24	9	0.725571088660146	0.91510078070187
UniRef90_G2SNS8	group	2	-0.464207015427967	1.53521098981858	24	8	0.765489581865993	0.91510078070187
UniRef90_G2SNS8	group	6	-0.602319476616804	1.68173937930694	24	8	0.723981453504227	0.91510078070187
UniRef90_G2SNS8.g__Lactobacillus.s__Lactobacillus_ruminis	group	2	-0.464207015427967	1.53521098981858	24	8	0.765489581865993	0.91510078070187
UniRef90_G2SNS8.g__Lactobacillus.s__Lactobacillus_ruminis	group	6	-0.602319476616804	1.68173937930694	24	8	0.723981453504227	0.91510078070187
UniRef90_A0A1S8IMK6.g__Escherichia.s__Escherichia_coli	group	2	-1.25660050713957	3.01553417454981	24	10	0.681329576728953	0.91510078070187
UniRef90_A0A1S8IMK6.g__Enterococcus.s__Enterococcus_faecium	group	2	-0.961480498890173	3.02742075061785	24	7	0.754087385132287	0.91510078070187
UniRef90_R6Q8L0	group	2	-0.376100605965205	1.28163323967592	24	23	0.772198468161697	0.91510078070187
UniRef90_A0T3C6.g__Klebsiella.s__Klebsiella_pneumoniae	group	4	0.684179640582915	2.12957101390015	24	7	0.751334651513768	0.91510078070187
UniRef90_R6Q8L0.g__Faecalibacterium.s__Faecalibacterium_prausnitzii	group	2	-0.508415310495826	1.25545431683246	24	23	0.689801865565002	0.91510078070187
UniRef90_A7AJP8	group	6	0.182851910175154	0.486798707854954	24	6	0.711152935108085	0.91510078070187
UniRef90_A7AJP8.g__Parabacteroides.s__Parabacteroides_merdae	group	6	0.182851910175154	0.486798707854954	24	6	0.711152935108085	0.91510078070187
UniRef90_E7FTM0	group	4	-0.458514306123032	1.19383945557146	24	4	0.704981677821115	0.91510078070187
UniRef90_E7FTM0.g__Lactobacillus.s__Lactobacillus_ruminis	group	4	-0.458514306123032	1.19383945557146	24	4	0.704981677821115	0.91510078070187
UniRef90_A0A0E9ESU1	group	4	-0.714490741646855	1.79580659018748	24	12	0.694943698952833	0.91510078070187
UniRef90_A0A0E9ESU1.g__Klebsiella.s__Klebsiella_pneumoniae	group	4	-0.634270617749726	1.82193228105328	24	6	0.731379524555149	0.91510078070187
UniRef90_A0A2H4TTX9	group	2	-0.391540836146179	0.940553614512877	24	22	0.681632888348863	0.91510078070187
UniRef90_A0A2H4TTX9.g__Escherichia.s__Escherichia_coli	group	2	-0.391540836146179	0.940553614512877	24	22	0.681632888348863	0.91510078070187
UniRef90_UPI000CDE3CF2	group	4	-0.874729877851822	2.33961506447944	24	12	0.712429453351067	0.91510078070187
UniRef90_UPI000CDE3CF2.g__Escherichia.s__Escherichia_coli	group	4	-0.874729877851822	2.33961506447944	24	12	0.712429453351067	0.91510078070187
UniRef90_U2Z4S8	group	6	-0.754538934552498	2.11433405002707	24	19	0.724927991589373	0.91510078070187
UniRef90_U2Z4S8.g__Streptococcus.s__Streptococcus_salivarius	group	2	-0.481423041183379	1.16411078991805	24	17	0.683601309902722	0.91510078070187
UniRef90_A0A1S8JJQ1	group	4	-0.524816288370302	1.72551489905288	24	5	0.764155119129125	0.91510078070187
UniRef90_A0A1B2H845.g__Escherichia.s__Escherichia_coli	group	2	0.897673281429473	2.37844377240928	24	16	0.709836516920051	0.91510078070187
UniRef90_A0A1B2H845.g__Escherichia.s__Escherichia_coli	group	4	-1.0748155835661	2.60545461181249	24	16	0.684343066143872	0.91510078070187
UniRef90_A0A174NRF1	group	2	0.512277226483086	1.5138621587173	24	18	0.738595177113296	0.91510078070187
UniRef90_A0A174NRF1.g__Prevotella.s__Prevotella_copri	group	2	0.512277226483086	1.5138621587173	24	18	0.738595177113296	0.91510078070187
UniRef90_F7QZZ8	group	4	-0.628828461759356	1.79414118199337	24	6	0.729635524428933	0.91510078070187
UniRef90_F7QZZ8.g__Lactobacillus.s__Lactobacillus_ruminis	group	4	-0.628828461759356	1.79414118199337	24	6	0.729635524428933	0.91510078070187
UniRef90_A0A1A7TBY5.g__Enterococcus.s__Enterococcus_faecium	group	2	0.58525183085915	1.46012861993375	24	4	0.69280086979641	0.91510078070187
UniRef90_A0A1A7TBY5.g__Escherichia.s__Escherichia_coli	group	4	-0.809097867347183	2.23006185774533	24	5	0.720549849369647	0.91510078070187
UniRef90_E7FP09	group	2	-0.56262218740136	1.77116224808088	24	8	0.754037744406691	0.91510078070187
UniRef90_E7FP09.g__Lactobacillus.s__Lactobacillus_ruminis	group	2	-0.56262218740136	1.77116224808088	24	8	0.754037744406691	0.91510078070187
UniRef90_A0A174VUA9	group	2	0.383971923265008	1.25021509722312	24	18	0.761923464781426	0.91510078070187
UniRef90_A0A174VUA9.g__Prevotella.s__Prevotella_copri	group	2	0.383971923265008	1.25021509722312	24	18	0.761923464781426	0.91510078070187
UniRef90_A0A174SLJ8	group	2	0.452139496652858	1.38908361458465	24	18	0.748187334410811	0.91510078070187
UniRef90_A0A174SLJ8.g__Prevotella.s__Prevotella_copri	group	2	0.452139496652858	1.38908361458465	24	18	0.748187334410811	0.91510078070187
UniRef90_A0A174Y717	group	2	0.396625714990711	1.32061183426285	24	18	0.767021336783049	0.91510078070187
UniRef90_A0A174Y717.g__Prevotella.s__Prevotella_copri	group	2	0.396625714990711	1.32061183426285	24	18	0.767021336783049	0.91510078070187
UniRef90_A0A174JFP0	group	2	0.514430925991637	1.76147873930405	24	6	0.77326015969308	0.91510078070187
UniRef90_A0A174JFP0	group	4	-0.651597489677861	1.92960328016518	24	6	0.739119363649488	0.91510078070187
UniRef90_A0A174JFP0.g__Prevotella.s__Prevotella_copri	group	2	0.514430925991637	1.76147873930405	24	6	0.77326015969308	0.91510078070187
UniRef90_A0A174JFP0.g__Prevotella.s__Prevotella_copri	group	4	-0.651597489677861	1.92960328016518	24	6	0.739119363649488	0.91510078070187
UniRef90_A0A174WHN0.g__Prevotella.s__Prevotella_copri	group	2	-0.387928560830183	1.30932295034957	24	18	0.770069563301903	0.91510078070187
UniRef90_A0A0I1DLX7	group	2	0.756832293971178	1.86597063994437	24	13	0.689344915756105	0.91510078070187
UniRef90_A0A0I1DLX7	group	4	-0.605947780271531	2.04406842227976	24	13	0.769948987926019	0.91510078070187
UniRef90_A0A0I1DLX7.g__Escherichia.s__Escherichia_coli	group	2	0.756832293971178	1.86597063994437	24	13	0.689344915756105	0.91510078070187
UniRef90_A0A0I1DLX7.g__Escherichia.s__Escherichia_coli	group	4	-0.605947780271531	2.04406842227976	24	13	0.769948987926019	0.91510078070187
UniRef90_Q9LBQ5	group	2	0.567287062619219	1.41723865303249	24	4	0.693196334646325	0.91510078070187
UniRef90_A0A174LQ87	group	2	-0.453892708601336	1.58419610475452	24	16	0.777432240418199	0.916423073184517
UniRef90_A0A174LQ87.g__Prevotella.s__Prevotella_copri	group	2	-0.453892708601336	1.58419610475452	24	16	0.777432240418199	0.916423073184517
UniRef90_A0A1B2H845	group	4	-0.752660907260574	2.72405781010021	24	16	0.785151665659538	0.921900194512177
UniRef90_A0A1B2H845.g__Klebsiella.s__Klebsiella_pneumoniae	group	2	0.541759357538382	1.95734553371321	24	8	0.784787296888081	0.921900194512177
UniRef90_A0A174IWH6	group	2	-0.348853398488974	1.44064220942992	24	18	0.811128659646638	0.927004182453301
UniRef90_A0A174IWH6.g__Prevotella.s__Prevotella_copri	group	2	-0.348853398488974	1.44064220942992	24	18	0.811128659646638	0.927004182453301
UniRef90_F2NAL9.g__Collinsella.s__Collinsella_aerofaciens	group	4	0.473837150398847	1.94064432802612	24	22	0.809590452450305	0.927004182453301
UniRef90_F2NAL9	group	4	0.473837150398846	1.9426119776328	24	22	0.80977933837949	0.927004182453301
UniRef90_A0A174Y3E0	group	2	-0.333924973843413	1.36877958608776	24	18	0.809748306219818	0.927004182453301
UniRef90_A0A174Y3E0.g__Prevotella.s__Prevotella_copri	group	2	-0.333924973843413	1.36877958608776	24	18	0.809748306219818	0.927004182453301
UniRef90_A7V4G2	group	6	0.541064473856697	2.23099906681086	24	12	0.810846064566912	0.927004182453301
UniRef90_A7V4G2.g__Bacteroides.s__Bacteroides_uniformis	group	6	0.541064473856697	2.23099906681086	24	12	0.810846064566912	0.927004182453301
UniRef90_J7SHX6	group	2	-0.346915864436103	1.32629087294825	24	17	0.796328979432667	0.927004182453301
UniRef90_J7SHX6.g__Streptococcus.s__Streptococcus_salivarius	group	2	-0.346915864436103	1.32629087294825	24	17	0.796328979432667	0.927004182453301
UniRef90_W1ESP1	group	4	-0.607765100762712	2.49059167576238	24	12	0.809697739902198	0.927004182453301
UniRef90_W1ESP1.g__Escherichia.s__Escherichia_coli	group	4	-0.607765100762712	2.49059167576238	24	12	0.809697739902198	0.927004182453301
UniRef90_D4JYT8	group	2	0.582789252160938	2.26105283667928	24	20	0.79923239954835	0.927004182453301
UniRef90_D4JYT8.g__Faecalibacterium.s__Faecalibacterium_prausnitzii	group	2	0.582789252160938	2.26105283667928	24	20	0.79923239954835	0.927004182453301
UniRef90_A0T3C6	group	2	0.673106807433978	2.85226991017989	24	16	0.815840409065776	0.928850560606196
UniRef90_A0A0E1X896.g__Blautia.s__Blautia_obeum	group	4	-0.199578742226939	0.838579220660906	24	21	0.814305273064422	0.928850560606196
UniRef90_A0A174XX49	group	2	0.325596692087542	1.40946366138783	24	18	0.819655755836966	0.929666263709224
UniRef90_A0A174XX49.g__Prevotella.s__Prevotella_copri	group	2	0.325596692087542	1.40946366138783	24	18	0.819655755836966	0.929666263709224
UniRef90_E7FTM0	group	6	-0.25851430612302	1.19383945557146	24	4	0.830760099756498	0.933760056079028
UniRef90_E7FTM0.g__Lactobacillus.s__Lactobacillus_ruminis	group	6	-0.25851430612302	1.19383945557146	24	4	0.830760099756498	0.933760056079028
UniRef90_A0A2H3JTN8	group	4	0.621741601877464	2.90337705433232	24	14	0.832602716670467	0.933760056079028
UniRef90_A0A2H3JTN8.g__Escherichia.s__Escherichia_coli	group	4	0.621741601877464	2.90337705433232	24	14	0.832602716670467	0.933760056079028
UniRef90_F7QX76	group	6	-0.407685154677616	1.83713184888025	24	8	0.826631150869511	0.933760056079028
UniRef90_F7QX76.g__Lactobacillus.s__Lactobacillus_ruminis	group	6	-0.407685154677616	1.83713184888025	24	8	0.826631150869511	0.933760056079028
UniRef90_A0T3C6.g__Escherichia.s__Escherichia_coli	group	4	0.530181004088257	3.09102909383354	24	15	0.865536527023327	0.938720334309192
UniRef90_A0A1V2STI7.g__Escherichia.s__Escherichia_coli	group	2	0.415916370018051	2.31300854963364	24	11	0.85910625011131	0.938720334309192
UniRef90_A5ZYV3	group	4	-0.224407185572832	1.42142994708352	24	21	0.876138978688579	0.938720334309192
UniRef90_A5ZYV3.g__Blautia.s__Blautia_obeum	group	4	-0.224407185572832	1.42142994708352	24	21	0.876138978688579	0.938720334309192
UniRef90_G2SRQ4	group	2	-0.287576984370015	1.58947941732398	24	8	0.858247107716963	0.938720334309192
UniRef90_G2SRQ4.g__Lactobacillus.s__Lactobacillus_ruminis	group	2	-0.287576984370015	1.58947941732398	24	8	0.858247107716963	0.938720334309192
UniRef90_F2NAL9.g__Collinsella.s__Collinsella_aerofaciens	group	6	0.314319581603502	1.94064432802612	24	22	0.872957274606025	0.938720334309192
