feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
UniRef90_F2NAL9	group	6	0.314319581603502	1.9426119776328	24	22	0.873084780279165	0.938720334309192
UniRef90_A0A1D7PS63	group	2	-0.18911737119418	1.19291664074584	24	22	0.875626202228311	0.938720334309192
UniRef90_A0A1D7PS63.g__Escherichia.s__Escherichia_coli	group	2	-0.18911737119418	1.19291664074584	24	22	0.875626202228311	0.938720334309192
UniRef90_D1PG33	group	6	0.314150673939929	1.56314768442295	24	15	0.842749363039274	0.938720334309192
UniRef90_D1PG33.g__Prevotella.s__Prevotella_copri	group	6	0.314150673939929	1.56314768442295	24	15	0.842749363039274	0.938720334309192
UniRef90_A0A0E9FRS3.g__Dorea.s__Dorea_longicatena	group	4	-0.499361401690925	2.4556727630996	24	16	0.840916049255963	0.938720334309192
UniRef90_A0A174KXX9	group	2	-0.329864553469942	1.74791750790941	24	10	0.852215204576611	0.938720334309192
UniRef90_A0A174KXX9.g__Collinsella.s__Collinsella_aerofaciens	group	2	-0.329864553469942	1.74791750790941	24	10	0.852215204576611	0.938720334309192
UniRef90_UPI000CDE3CF2	group	2	-0.406029735959814	2.13576657782382	24	12	0.851139564026617	0.938720334309192
UniRef90_UPI000CDE3CF2.g__Escherichia.s__Escherichia_coli	group	2	-0.406029735959814	2.13576657782382	24	12	0.851139564026617	0.938720334309192
UniRef90_A0A174VLZ6	group	2	-0.235626528088627	1.41477229625425	24	18	0.869398518713303	0.938720334309192
UniRef90_A0A174VLZ6.g__Prevotella.s__Prevotella_copri	group	2	-0.235626528088627	1.41477229625425	24	18	0.869398518713303	0.938720334309192
UniRef90_U9YPG6	group	2	-0.214101679404931	1.33894983701987	24	22	0.874561646252766	0.938720334309192
UniRef90_U9YPG6.g__Escherichia.s__Escherichia_coli	group	2	-0.214101679404931	1.33894983701987	24	22	0.874561646252766	0.938720334309192
UniRef90_F7QX76	group	2	-0.303557251011794	1.67706425790481	24	8	0.858185239730294	0.938720334309192
UniRef90_F7QX76.g__Lactobacillus.s__Lactobacillus_ruminis	group	2	-0.303557251011794	1.67706425790481	24	8	0.858185239730294	0.938720334309192
UniRef90_A0A174RM08	group	2	-0.231036077245221	1.42673754831358	24	18	0.87298329477939	0.938720334309192
UniRef90_A0A174RM08.g__Prevotella.s__Prevotella_copri	group	2	-0.231036077245221	1.42673754831358	24	18	0.87298329477939	0.938720334309192
UniRef90_A0A174PA28	group	2	-0.234656197162213	1.61196348657931	24	18	0.885716691701196	0.944456843877977
UniRef90_A0A174PA28.g__Prevotella.s__Prevotella_copri	group	2	-0.234656197162213	1.61196348657931	24	18	0.885716691701196	0.944456843877977
UniRef90_A0A139SZQ0	group	6	0.409340081498938	2.82436357920085	24	17	0.886215338505502	0.944456843877977
UniRef90_A0A0E1LDK4	group	2	-0.185400407569917	1.3356755134394	24	22	0.890991236990798	0.946185384415007
UniRef90_A0A0E1LDK4.g__Escherichia.s__Escherichia_coli	group	2	-0.185400407569917	1.3356755134394	24	22	0.890991236990798	0.946185384415007
UniRef90_A0A1I2RCA3	group	4	-0.142857142857144	1.12810889636028	24	3	0.900494415732228	0.947821092612387
UniRef90_A0A1I2RCA3	group	6	0.143840900079675	1.12810889636028	24	3	0.899813065412877	0.947821092612387
UniRef90_A0A1I2RCA3.g__Lactobacillus.s__Lactobacillus_ruminis	group	4	-0.142857142857144	1.12810889636028	24	3	0.900494415732228	0.947821092612387
UniRef90_A0A1I2RCA3.g__Lactobacillus.s__Lactobacillus_ruminis	group	6	0.143840900079675	1.12810889636028	24	3	0.899813065412877	0.947821092612387
UniRef90_A0A174Y4P3	group	2	0.22301842941429	1.78850969990416	24	18	0.902009739802788	0.947821092612387
UniRef90_A0A174Y4P3.g__Prevotella.s__Prevotella_copri	group	2	0.22301842941429	1.78850969990416	24	18	0.902009739802788	0.947821092612387
UniRef90_A0A174MQQ3	group	2	0.173882413365864	1.56645062393834	24	18	0.912719529013117	0.955727255511118
UniRef90_A0A174MQQ3.g__Prevotella.s__Prevotella_copri	group	2	0.173882413365864	1.56645062393834	24	18	0.912719529013117	0.955727255511118
UniRef90_A0A396RJ65	group	2	0.13619590056374	1.30354304964241	24	5	0.917828085953218	0.959402180438904
UniRef90_A0A174JTA1	group	2	-0.154156499590361	1.55526248979568	24	18	0.922030326730914	0.960448257011369
UniRef90_A0A174JTA1.g__Prevotella.s__Prevotella_copri	group	2	-0.154156499590361	1.55526248979568	24	18	0.922030326730914	0.960448257011369
UniRef90_A0A0E9ESU1.g__Klebsiella.s__Klebsiella_pneumoniae	group	2	0.15084948355144	1.66318901429954	24	6	0.928634045084444	0.96565065346736
UniRef90_A0A3E4MCK9	group	6	-0.156178994192426	1.989991502077	24	9	0.938224374446903	0.96890641078854
UniRef90_A0A3E4MCK9.g__Lactobacillus.s__Lactobacillus_ruminis	group	6	-0.156178994192426	1.989991502077	24	9	0.938224374446903	0.96890641078854
UniRef90_A0A174IYG9	group	2	-0.131690939083778	1.63155969876728	24	18	0.936471047444381	0.96890641078854
UniRef90_A0A174IYG9.g__Prevotella.s__Prevotella_copri	group	2	-0.131690939083778	1.63155969876728	24	18	0.936471047444381	0.96890641078854
UniRef90_A0A1V2STI7.g__Escherichia.s__Escherichia_coli	group	4	-0.180781245489264	2.5337739166733	24	11	0.943828965694698	0.973019552262575
UniRef90_F4NKV9	group	2	0.0936379964732737	1.64230695469739	24	22	0.955098131272725	0.981265203362389
UniRef90_F4NKV9.g__Escherichia.s__Escherichia_coli	group	2	0.0936379964732737	1.64230695469739	24	22	0.955098131272725	0.981265203362389
UniRef90_A0T3C6	group	4	0.115971457526723	3.12450513979752	24	16	0.970759902515166	0.981933619713059
UniRef90_E7FSA1	group	2	0.0655434921537895	1.4749271212056	24	6	0.96499560385837	0.981933619713059
UniRef90_E7FSA1.g__Lactobacillus.s__Lactobacillus_ruminis	group	2	0.0655434921537895	1.4749271212056	24	6	0.96499560385837	0.981933619713059
UniRef90_A0A2R3NGS3	group	4	-0.127827883446382	2.74623127600152	24	13	0.963336198676786	0.981933619713059
UniRef90_A0A2R3NGS3.g__Escherichia.s__Escherichia_coli	group	4	-0.127827883446381	2.72620014412033	24	13	0.96306701279741	0.981933619713059
UniRef90_J7TUV6	group	6	-0.0290002404165971	0.87039312717318	24	17	0.973750839548784	0.981933619713059
UniRef90_J7TUV6.g__Streptococcus.s__Streptococcus_salivarius	group	6	-0.0290002404165971	0.87039312717318	24	17	0.973750839548784	0.981933619713059
UniRef90_F7QZZ8	group	2	-0.0579241466268371	1.63781932787792	24	6	0.972138003360847	0.981933619713059
UniRef90_F7QZZ8.g__Lactobacillus.s__Lactobacillus_ruminis	group	2	-0.0579241466268371	1.63781932787792	24	6	0.972138003360847	0.981933619713059
UniRef90_A0A3E5E3D3	group	2	0.0614100529572419	1.46504285962018	24	18	0.966980593663602	0.981933619713059
UniRef90_A0A3E5E3D3.g__Prevotella.s__Prevotella_copri	group	2	0.0614100529572419	1.46504285962018	24	18	0.966980593663602	0.981933619713059
UniRef90_V8M0W9	group	2	0.037052882133767	1.46737342683195	24	17	0.980104881830581	0.983382824579178
UniRef90_V8M0W9.g__Streptococcus.s__Streptococcus_salivarius	group	2	0.037052882133767	1.46737342683195	24	17	0.980104881830581	0.983382824579178
UniRef90_O07102	group	4	0.0733312562275747	2.59689722887094	24	12	0.977752183225918	0.983382824579178
UniRef90_A0A1V2STI7	group	4	-0.0289887226984651	2.58565739347069	24	11	0.991165902594477	0.992820603600477
UniRef90_V5XUZ1	group	2	0.0135086628845092	1.75693421966108	24	8	0.993941487547733	0.993941487547733
