"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"PWY-7616: methanol oxidation to carbon dioxide"	"sick"	"SM"	"sickSM"	2.07106116814488	0.575662398280218	0.64403651301996	0.0278892075354863	0.080280269464497	0.0550006071740152	0.109351600877471	NA	"abundance"	37	35
"PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen"	"sick"	"SM"	"sickSM"	2.25974610412765	0.575662398280218	0.723105713159621	0.0285916499430203	0.0819704157640623	0.0285916499430203	0.0630514551145208	NA	"abundance"	37	29
"PWY-6922: L-N&delta;-acetylornithine biosynthesis"	"sick"	"SM"	"sickSM"	1.92270675278961	0.575662398280218	0.591771776905318	0.0305583440829011	0.0872569584053924	0.0601828757727133	0.117344989441005	NA	"abundance"	37	36
"CARNMET-PWY: L-carnitine degradation I"	"sick"	"SM"	"sickSM"	2.70907455265055	0.575662398280218	0.940911136838569	0.0309465311224818	0.0875797738416784	0.0609353744564489	0.11780440604253	NA	"abundance"	37	34
"PWY-6293: superpathway of L-cysteine biosynthesis (fungi)"	"sick"	"SM"	"sickSM"	2.32744523916406	0.575662398280218	0.773255425628769	0.0309454884081442	0.0875797738416784	0.0609333535634697	0.11780440604253	NA	"abundance"	37	35
"TYRFUMCAT-PWY: L-tyrosine degradation I"	"sick"	"SM"	"sickSM"	-1.37703011478029	0.575662398280218	0.721967322094043	0.031040932500848	0.0875797738416784	0.0611183255111739	0.11780440604253	NA	"abundance"	37	9
"ANAEROFRUCAT-PWY: homolactic fermentation"	"sick"	"SM"	"sickSM"	0.262119522582657	0.575662398280218	0.112571096631094	0.0312755190834735	0.0878928619302358	0.0312755190834735	0.0686701614658874	NA	"abundance"	37	37
"P164-PWY: purine nucleobases degradation I (anaerobic)"	"sick"	"SM"	"sickSM"	-1.0234422219176	0.575662398280218	0.709935150385666	0.0320967413851031	0.089845602853576	0.063163281962664	0.121283107951123	NA	"abundance"	37	35
"P23-PWY: reductive TCA cycle I"	"sick"	"SM"	"sickSM"	-0.809335914272394	0.575662398280218	0.614569967228339	0.0324043347089998	0.0903509097180348	0.0637586285100668	0.12196252802115	NA	"abundance"	37	36
"AEROBACTINSYN-PWY: aerobactin biosynthesis"	"sick"	"SM"	"sickSM"	1.73730058754241	0	0.816093600248818	0.0332707570478474	0.0920447792257572	0.0654345708211579	0.124227286709342	NA	"prevalence"	37	24
"DENITRIFICATION-PWY: nitrate reduction I (denitrification)"	"sick"	"SM"	"sickSM"	-1.73730058754241	0	0.816093600248818	0.0332707570478475	0.0920447792257572	0.0654345708211582	0.124227286709342	NA	"prevalence"	37	13
"PWY-5971: palmitate biosynthesis (type II fatty acid synthase)"	"sick"	"SM"	"sickSM"	1.43356066705145	0.575662398280218	0.378663779947241	0.0335276567185772	0.0923959842128231	0.0335276567185772	0.0726672388106501	NA	"abundance"	37	37
"PWY-2941: L-lysine biosynthesis II"	"sick"	"SM"	"sickSM"	1.18919246810803	0.575662398280218	0.268278762400932	0.0349830482737041	0.0960345456471183	0.0349830482737041	0.0754976041804298	NA	"abundance"	37	37
"PWY-5030: L-histidine degradation III"	"sick"	"SM"	"sickSM"	1.94684522393026	0.575662398280218	0.636845938820207	0.0397556852847814	0.105078262864249	0.0397556852847814	0.0838462542223771	NA	"abundance"	37	37
"PWY-5913: partial TCA cycle (obligate autotrophs)"	"sick"	"SM"	"sickSM"	1.56010614965984	0.575662398280218	0.454174197735128	0.0398477247789515	0.105078262864249	0.0398477247789515	0.0838462542223771	NA	"abundance"	37	37
"PWY0-41: allantoin degradation IV (anaerobic)"	"sick"	"SM"	"sickSM"	3.64401369857388	0	1.77814310774336	0.0404292149637787	0.105078262864249	0.0329479555451031	0.0717186101305045	NA	"prevalence"	37	34
"PWY0-862: (5Z)-dodecenoate biosynthesis I"	"sick"	"SM"	"sickSM"	1.42674277234363	0.575662398280218	0.397861012266419	0.0433876754349778	0.109781627168218	0.0433876754349778	0.0897982626830483	NA	"abundance"	37	37
"PWY-702: L-methionine biosynthesis II"	"sick"	"SM"	"sickSM"	0.012780604554662	0.575662398280218	0.258736332890095	0.0459301199625983	0.114987025681012	0.0459301199625983	0.0942874413866348	NA	"abundance"	37	37
"P42-PWY: incomplete reductive TCA cycle"	"sick"	"SM"	"sickSM"	-0.292168451060866	0.575662398280218	0.412667988417962	0.0463006849155216	0.115508024473459	0.0463006849155216	0.094663343653192	NA	"abundance"	37	37
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II"	"sick"	"SM"	"sickSM"	1.40616554815999	0.575662398280218	0.39442647601061	0.0471156963660091	0.117130280126687	0.0471156963660091	0.0959412365517524	NA	"abundance"	37	37
"PWY-7873: D-erythronate degradation II"	"sick"	"SM"	"sickSM"	2.58407277818178	0.575662398280218	1.09752507024906	0.0784398634995958	0.18107384074095	0.0111438842021561	0.0299343697983448	NA	"abundance"	37	30
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0223577903116694	0.0520308023382169	NA	"prevalence"	37	35
"DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0153264527856803	0.0386992932838427	NA	"prevalence"	37	35
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0222548889883703	0.0520308023382169	NA	"prevalence"	37	35
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0358170301972911	0.0769685117005617	NA	"prevalence"	37	35
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358804	0.184695485107218	0.0485197664186556	0.0984035423350245	NA	"prevalence"	37	35
"PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0133823299487894	0.0348354465161785	NA	"prevalence"	37	35
"PWY-7942: 5-oxo-L-proline metabolism"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0268492044450095	0.0599949037377424	NA	"prevalence"	37	35
"PWY-801: homocysteine and cysteine interconversion"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0362381476633295	0.0772163062024531	NA	"prevalence"	37	35
"PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.021548530246894	0.0510892383787861	NA	"prevalence"	37	35
"PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0102754293540183	0.0278983431385981	NA	"prevalence"	37	35
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0187278313698424	0.0461344138622946	NA	"prevalence"	37	35
"PWY-6572: chondroitin sulfate degradation I (bacterial)"	"sick"	"SM"	"sickSM"	3.12200142259475	0.575662398280218	1.45117076566622	0.0924916841208194	0.194560909496753	0.0221194562764261	0.0519550019516055	NA	"abundance"	37	26
"PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis"	"sick"	"SM"	"sickSM"	-1.69974352451635	0	1.0754143882365	0.113981537573978	0.234222176922249	0.0164135805857976	0.0410339514644939	NA	"prevalence"	37	24
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)"	"sick"	"SM"	"sickSM"	2.24800398213596	0.575662398280218	1.25797668206423	0.195159050103324	0.348486477803244	0.00301641542128443	0.01057840130381	NA	"abundance"	37	29
"PWY-6748: nitrate reduction VII (denitrification)"	"sick"	"SM"	"sickSM"	-0.62487653588237	0.575662398280218	0.771959688345756	0.19644821885228	0.348486477803244	0.0411082909226881	0.0857838302312293	NA	"abundance"	37	6
"PWY-6565: superpathway of polyamine biosynthesis III"	"sick"	"SM"	"sickSM"	-3.59173705288248	0	2.91377270610861	0.217696750326196	0.365777993970009	0.00675382595001052	0.0199151464610793	NA	"prevalence"	37	28
"PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis"	"sick"	"SM"	"sickSM"	-3.25366194095245	0	2.91790106134116	0.26482071911734	0.409320720200932	0.0433220104537308	0.0897982626830483	NA	"prevalence"	37	30
"PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)"	"sick"	"SM"	"sickSM"	-2.60046992870487	0	2.93278950028981	0.375246777324565	0.525197753302693	0.0371701682064312	0.0788694745556628	NA	"prevalence"	37	33
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"	"sick"	"SM"	"sickSM"	1.43662009037512	0.575662398280218	0.968082198007887	0.381887639908038	0.532396297989441	0.0411082909226881	0.0857838302312293	NA	"abundance"	37	31
"METH-ACETATE-PWY: methanogenesis from acetate"	"sick"	"SM"	"sickSM"	-2.30098637162916	0	2.94401814812702	0.434461311222178	0.570983349868707	0.00363869318837767	0.0121691394710644	NA	"prevalence"	37	34
"PWY-6562: norspermidine biosynthesis"	"sick"	"SM"	"sickSM"	-2.30098637162914	0	2.94401814812701	0.434461311222181	0.570983349868707	0.0323677953947185	0.0707607648239517	NA	"prevalence"	37	34
"PWY-7316: dTDP-N-acetylviosamine biosynthesis"	"sick"	"SM"	"sickSM"	-2.30098637162915	0	2.94401814812701	0.434461311222178	0.570983349868707	0.00598248975710944	0.0183100444081228	NA	"prevalence"	37	34
"PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis"	"sick"	"SM"	"sickSM"	-2.30098637162915	0	2.94401814812701	0.434461311222178	0.570983349868707	0.0106263512954416	0.0286968310384919	NA	"prevalence"	37	34
"CENTFERM-PWY: pyruvate fermentation to butanoate"	"sick"	"SM"	"sickSM"	-1.91136234160025	0	2.96482775505556	0.51913519523515	0.625601904766427	0.00720508302961676	0.020673675738389	NA	"prevalence"	37	35
"PWY-5690: TCA cycle II (plants and fungi)"	"sick"	"SM"	"sickSM"	-1.91136234160025	0	2.96482775505556	0.51913519523515	0.625601904766427	0.036133211756312	0.0772163062024531	NA	"prevalence"	37	35
"PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation"	"sick"	"SM"	"sickSM"	-1.91136234160025	0	2.96482775505556	0.51913519523515	0.625601904766427	0.00734863254515633	0.0208486485129435	NA	"prevalence"	37	35
"PWY-7356: thiamine diphosphate salvage IV (yeast)"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.0201476141287328	0.0484502149286194	NA	"prevalence"	37	36
"PWY-7456: &beta;-(1,4)-mannan degradation"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.0450689268410656	0.092897175733625	NA	"prevalence"	37	36
"PWY66-399: gluconeogenesis III"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.0133429758605383	0.0348354465161785	NA	"prevalence"	37	36
"PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)"	"sick"	"SM"	"sickSM"	1.80835841533666	0.575662398280218	2.96305589612619	0.681992459944892	0.756469015633101	0.0248135025366789	0.0567005374706916	NA	"abundance"	37	20
"PWY-5180: toluene degradation I (aerobic) (via o-cresol)"	"sick"	"SM"	"sickSM"	-0.262736141641262	0	1.13317649642054	0.816648234432958	0.860202806936064	0.00714950891273055	0.0206314400053081	NA	"prevalence"	37	32
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)"	"sick"	"SM"	"sickSM"	2.68997615619007	0	0.905038362521963	0.00295651518639526	0.0143978239556646	0.009837167374109	0.027146281551503	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	28
"PWY-7446: sulfoquinovose degradation I"	"sick"	"SM"	"sickSM"	2.77162142725616	0	1.09533566196944	0.011393728059783	0.040303187315949	0.0144276003465809	0.0371731539542007	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	32
"PWY0-461: L-lysine degradation I"	"sick"	"SM"	"sickSM"	2.77162142725617	0	1.09533566196944	0.0113937280597827	0.040303187315949	0.0041111732050858	0.0133944675391505	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	32
"PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)"	"sick"	"SM"	"sickSM"	1.93424261330525	0	0.84100452303237	0.0214527871020949	0.0660300070545	0.00152699409852963	0.00602446890435519	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	28
"UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)"	"sick"	"SM"	"sickSM"	1.93424261330525	0	0.84100452303237	0.0214527871020949	0.0660300070545	0.00152612470681035	0.00602446890435519	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	28
"PWY-6328: L-lysine degradation X"	"sick"	"SM"	"sickSM"	2.31537144076995	0	1.1160592863583	0.0380240505276016	0.102795056749525	0.00622088042169233	0.0186996703152061	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	33
"PWY-7805: (aminomethyl)phosphonate degradation"	"sick"	"SM"	"sickSM"	2.31537144076994	0	1.1160592863583	0.0380240505276019	0.102795056749525	0.00148191966655009	0.00598630913066976	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	33
"PWY-7874: L-threonate degradation"	"sick"	"SM"	"sickSM"	2.31537144076995	0	1.1160592863583	0.0380240505276012	0.102795056749525	0.0258114539487833	0.058451947283119	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	33
"PWY0-1221: putrescine degradation II"	"sick"	"SM"	"sickSM"	2.31537144076995	0	1.1160592863583	0.0380240505276014	0.102795056749525	0.00637843711794095	0.0190598268908886	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	33
"LIPASYN-PWY: phospholipases"	"sick"	"SM"	"sickSM"	1.79927731275392	0	0.879355693846324	0.040743442627799	0.105078262864249	0.00213119446233279	0.00791362649616218	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	30
"AST-PWY: L-arginine degradation II (AST pathway)"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.00307250566658379	0.0107007955974125	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	35
"DARABCATK12-PWY: D-arabinose degradation I"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.000312369350661479	0.0017146361096092	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	35
"HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.00606729379019078	0.0184434468141743	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	35
"PWY-5705: allantoin degradation to glyoxylate III"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.00189346782578292	0.00729924619862883	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	35
"PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.00609912003557844	0.0184434468141743	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	35
"LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis"	"sick"	"SM"	"sickSM"	1.25220025373237	0	0.816442168117043	0.125096570291371	0.251253281008943	0.0197688987388198	0.047996605111077	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	28
"PWY-7807: glyphosate degradation III"	"sick"	"SM"	"sickSM"	1.77789111253814	0	1.17202458969718	0.129281805012441	0.255331564899572	0.000270399823317558	0.00155172625881098	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	34
"PWY0-1533: methylphosphonate degradation I"	"sick"	"SM"	"sickSM"	1.77789111253814	0	1.17202458969718	0.129281805012441	0.255331564899572	0.000324539163477633	0.00172518186901268	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	34
"PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage"	"sick"	"SM"	"sickSM"	-1.2109547431923	0	0.866517299553635	0.162264370487565	0.304406246481949	0.00431213986706147	0.013870258808064	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	21
"ECASYN-PWY: enterobacterial common antigen biosynthesis"	"sick"	"SM"	"sickSM"	2.33773378679653	0	1.92166218876807	0.223788224158866	0.365777993970009	0.00100488251661002	0.00453094349007195	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"FAO-PWY: fatty acid &beta;-oxidation I (generic)"	"sick"	"SM"	"sickSM"	2.33773378679653	0	1.92166218876807	0.223788224158866	0.365777993970009	0.00114252950543214	0.00497394310554511	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation"	"sick"	"SM"	"sickSM"	2.33773378679652	0	1.92166218876806	0.223788224158866	0.365777993970009	0.00488925288066477	0.0152411895354056	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)"	"sick"	"SM"	"sickSM"	2.33773378679652	0	1.92166218876806	0.223788224158866	0.365777993970009	0.000536013783585365	0.00260275923760201	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis"	"sick"	"SM"	"sickSM"	2.33773378679652	0	1.92166218876806	0.223788224158866	0.365777993970009	0.00107725589911267	0.00473055851349478	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)"	"sick"	"SM"	"sickSM"	2.33773378679653	0	1.92166218876807	0.223788224158866	0.365777993970009	0.000223350399823907	0.00132696414013027	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)"	"sick"	"SM"	"sickSM"	2.33773378679653	0	1.92166218876807	0.223788224158866	0.365777993970009	0.00142164454601434	0.00578976206239713	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation"	"sick"	"SM"	"sickSM"	2.33773378679652	0	1.92166218876806	0.223788224158866	0.365777993970009	0.00243426910933686	0.00890801376967475	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY-5656: mannosylglycerate biosynthesis I"	"sick"	"SM"	"sickSM"	2.33773378679652	0	1.92166218876806	0.223788224158866	0.365777993970009	0.000127205638211336	0.000783400576789327	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)"	"sick"	"SM"	"sickSM"	2.33773378679653	0	1.92166218876807	0.223788224158866	0.365777993970009	0.00351372528315685	0.0118295417866281	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY-5920: superpathway of heme b biosynthesis from glycine"	"sick"	"SM"	"sickSM"	2.33773378679652	0	1.92166218876806	0.223788224158866	0.365777993970009	0.00196871229555462	0.0074751857838728	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY-6803: phosphatidylcholine acyl editing"	"sick"	"SM"	"sickSM"	2.33773378679652	0	1.92166218876806	0.223788224158866	0.365777993970009	0.000602516394272445	0.00287047904818476	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)"	"sick"	"SM"	"sickSM"	2.33773378679652	0	1.92166218876806	0.223788224158866	0.365777993970009	0.00327853622239971	0.0112629985871555	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY-7094: fatty acid salvage"	"sick"	"SM"	"sickSM"	2.33773378679653	0	1.92166218876807	0.223788224158866	0.365777993970009	0.00333593521937825	0.0113827519309866	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY-7118: chitin deacetylation"	"sick"	"SM"	"sickSM"	2.33773378679652	0	1.92166218876806	0.223788224158866	0.365777993970009	0.00467206829734867	0.0147462155635068	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY-7204: pyridoxal 5'-phosphate salvage II (plants)"	"sick"	"SM"	"sickSM"	2.33773378679652	0	1.92166218876806	0.223788224158865	0.365777993970009	0.000936718258128022	0.00433984147114359	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY0-1337: oleate &beta;-oxidation"	"sick"	"SM"	"sickSM"	2.33773378679653	0	1.92166218876807	0.223788224158866	0.365777993970009	0.00287058749776214	0.010137389415174	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY0-1338: polymyxin resistance"	"sick"	"SM"	"sickSM"	2.33773378679653	0	1.92166218876807	0.223788224158866	0.365777993970009	0.000957242820076143	0.00439461476489502	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)"	"sick"	"SM"	"sickSM"	2.33773378679652	0	1.92166218876806	0.223788224158866	0.365777993970009	0.000895355970378264	0.00418661819482429	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)"	"sick"	"SM"	"sickSM"	2.33773378679652	0	1.92166218876806	0.223788224158866	0.365777993970009	0.000535869354273855	0.00260275923760201	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY0-42: 2-methylcitrate cycle I"	"sick"	"SM"	"sickSM"	2.33773378679652	0	1.92166218876806	0.223788224158866	0.365777993970009	0.0039885721676759	0.0130794087316645	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen"	"sick"	"SM"	"sickSM"	0.795950267246234	0	0.844041358711856	0.345669227709902	0.494508693967284	0.0285916499430203	0.0630514551145208	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	29
"PWY-5104: L-isoleucine biosynthesis IV"	"sick"	"SM"	"sickSM"	1.00909152899258	0	1.33288446107945	0.449005818139564	0.583625478422725	0.00135899492600844	0.00562534784946116	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	35
"PWY-5747: 2-methylcitrate cycle II"	"sick"	"SM"	"sickSM"	1.00909152899258	0	1.33288446107945	0.449005818139563	0.583625478422725	0.0046547082196482	0.0147462155635068	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	35
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.00456031256964939	0.0145756825802085	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"P108-PWY: pyruvate fermentation to propanoate I"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.00284134001575054	0.010104765548972	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.00477707321429111	0.0149839874112858	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.00275741463284951	0.00987584673467377	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	37	36
"1CMET2-PWY: folate transformations III (E. coli)"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	1.15526763933005e-07	1.66688616531907e-06	"All logistic values are the same"	"prevalence"	37	37
"ANAEROFRUCAT-PWY: homolactic fermentation"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	0.0312755190834735	0.0686701614658874	"All logistic values are the same"	"prevalence"	37	37
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	4.73296379865928e-09	2.86796691647853e-07	"All logistic values are the same"	"prevalence"	37	37
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	0.0471156963660091	0.0959412365517524	"All logistic values are the same"	"prevalence"	37	37
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	4.68063528589191e-05	0.000328294558246585	"All logistic values are the same"	"prevalence"	37	37
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	0.00027847237241363	0.00158009604571779	"All logistic values are the same"	"prevalence"	37	37
"ARO-PWY: chorismate biosynthesis I"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	1.27806956129461e-08	3.1000883386822e-07	"All logistic values are the same"	"prevalence"	37	37
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	0.00014872357891127	0.00089411199226418	"All logistic values are the same"	"prevalence"	37	37
"BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	0.026063481407618	0.0584980360482094	"All logistic values are the same"	"prevalence"	37	37
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	6.24705664975522e-09	2.86796691647853e-07	"All logistic values are the same"	"prevalence"	37	37
"CALVIN-PWY: Calvin-Benson-Bassham cycle"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	3.59607259525774e-08	6.72598763187095e-07	"All logistic values are the same"	"prevalence"	37	37
"CITRULBIO-PWY: L-citrulline biosynthesis"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	6.70237953794839e-05	0.000451293555555191	"All logistic values are the same"	"prevalence"	37	37
"COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	3.36458643612758e-07	3.86162761419188e-06	"All logistic values are the same"	"prevalence"	37	37
"COA-PWY: coenzyme A biosynthesis I (prokaryotic)"	"sick"	"SM"	"sickSM"	NA	0	NA	NA	NA	1.37175806713685e-07	1.87226438893003e-06	"All logistic values are the same"	"prevalence"	37	37
